Name,Condition,Price,Location,Link,Description,Car_code,Year of manufacture,Condition,Origin,Body type,Engine,Exterior color,Interior color,Seats,Doors,Mileage
Kia Carnival Luxury 2.2D - 2023, New car,1 Billion VND 209 Million VND,Hanoi,https://bonbanh.com/xe-kia-carnival-luxury-2.2d-2023-4915090," *Domestic assembly car, White color, máy dầu 2.2 L, Automatic transmission ... ",Code: 4915090,2023.0,New car,Assembled domestically,Van/Minivan,Dầu  2.2 L,White,Kem,8 chỗ,5 doors,
Mazda CX5 2.0 AT - 2017, Used car,525 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mazda-cx5-2.0-at-2017-5450028," *Domestic assembly car, Red color, Petrol engine 2.0 L, Automatic transmission, đã đi 85,000 km ... ",Code: 5450028,2017.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,Red,Black,5 seats,5 doors,"85,000 Km"
LandRover Range Rover SVAutobiography LWB 3.0 I6 - 2021, Used car,8 Billion VND 800 Million VND,Hanoi,https://bonbanh.com/xe-landrover-range_rover-svautobiography-lwb-3.0-i6-2021-5076508," *Imported car, màu xám, Petrol engine 3.0 L, Automatic transmission, đã đi 20,000 km ... ",Code: 5076508,2021.0,Used car,Imported,SUV,Petrol  3.0 L,Xám,Vàng,4 chỗ,5 doors,"20,000 Km"
Mercedes Benz C class C250 - 2012, Used car,335 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-c_class-c250-2012-5444269," *Domestic assembly car, Black color, Petrol engine 1.8 L, Automatic transmission, đã đi 112,000 km ... ",Code: 5444269,2012.0,Used car,Assembled domestically,Sedan,Petrol  1.8 L,Black,Black,5 seats,4 cửa,"112,000 Km"
Toyota Innova 2.0G - 2012, Used car,335 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-innova-2.0g-2012-5417759," *Domestic assembly car, Silver color, Petrol engine 2.0 L, Automatic transmission, đã đi 130,000 km ... ",Code: 5417759,2012.0,Used car,Assembled domestically,Crossover,Petrol  2.0 L,Silver,Kem,8 chỗ,5 doors,"130,000 Km"
Ford Fiesta Titanium 1.5 AT - 2016, Used car,315 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-fiesta-titanium-1.5-at-2016-5412751," *Domestic assembly car, Silver color, Petrol engine 1.5 L, Automatic transmission, đã đi 40,000 km ... ",Code: 5412751,2016.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,Silver,Kem,5 seats,4 cửa,"40,000 Km"
BMW 3 Series 325i - 2008, Used car,320 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-bmw-3_series-325i-2008-4922028," *Imported car, Petrol engine 2.5 L, Automatic transmission, đã đi 90,000 km ... ",Code: 4922028,2008.0,Used car,Imported,Sedan,Petrol  2.5 L,Nhiều màu,Black,5 seats,4 cửa,"90,000 Km"
Hyundai Terracan 3.5 MT - 2004, Used car,145 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-hyundai-terracan-3.5-mt-2004-4757833," *Imported car, màu xanh, Petrol engine 3.5 L, Manual transmission, đã đi 185,000 km ... ",Code: 4757833,2004.0,Used car,Imported,SUV,Petrol  3.5 L,Xanh,Xám,5 seats,5 doors,"185,000 Km"
Ford Everest Ambiente 2.0L 4x2 AT - 2023, New car,1 Billion VND 99 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-everest-ambiente-2.0l-4x2-at-2023-4523666," *Imported car, White color, máy dầu 2.0 L, Automatic transmission ... ",Code: 4523666,2023.0,New car,Imported,SUV,Dầu  2.0 L,White,Black,7 seats,5 doors,
Mazda CX5 Premium 2.0 AT - 2023, New car,839 Million VND,Thanh Hóa,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2023-5377678," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5377678,2023.0,New car,Assembled domestically,SUV,Petrol  2.0 L,Black,Black,5 seats,5 doors,
Volvo S90 LWB Ultimate B6 AWD - 2023, New car,2 Billion VND 44 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-volvo-s90-lwb-ultimate-b6-awd-2023-4685990," *Imported car, màu xám, Petrol engine 2.0 L, Automatic transmission ... ",Code: 4685990,2023.0,New car,Imported,Sedan,Petrol  2.0 L,Xám,Brown,5 seats,4 cửa,
Ford Fiesta S 1.0 AT Ecoboost - 2014, Used car,360 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-fiesta-s-1.0-at-ecoboost-2014-5062397," *Domestic assembly car, Red color, Petrol engine 1.0 L, Automatic transmission, đã đi 77,000 km ... ",Code: 5062397,2014.0,Used car,Assembled domestically,Hatchback,Petrol  1.0 L,Red,Black,5 seats,5 doors,"77,000 Km"
Isuzu MU-X Prestige 1.9 4X2 AT - 2023, New car,1 Billion VND 80 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-isuzu-mu-x-prestige-1.9-4x2-at-2023-5123199," *Imported car, White color, máy dầu 1.9 L, Automatic transmission ... ",Code: 5123199,2023.0,New car,Imported,SUV,Dầu  1.9 L,White,Đồng,7 seats,5 doors,
Lexus GX 550 - 2024, New car,5 Billion VND 970 Million VND,Hanoi,https://bonbanh.com/xe-lexus-gx-550-2024-5389743," *Imported car, White color, Petrol engine , Automatic transmission ... ",Code: 5389743,2024.0,New car,Imported,SUV,Petrol,White,Black,7 seats,0 doors,
Mitsubishi Attrage 1.2 CVT - 2024, New car,465 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mitsubishi-attrage-1.2-cvt-2024-5133621," *Imported car, màu xám, Petrol engine 1.2 L, Automatic transmission ... ",Code: 5133621,2024.0,New car,Imported,Sedan,Petrol  1.2 L,Xám,Black,5 seats,4 cửa,
Kia Sorento Signature 2.5 AT AWD - 2020, Used car,899 Million VND,Hanoi,https://bonbanh.com/xe-kia-sorento-signature-2.5-at-awd-2020-5434425," *Domestic assembly car, Black color, Petrol engine 2.5 L, Automatic transmission, đã đi 46,000 km ... ",Code: 5434425,2020.0,Used car,Assembled domestically,SUV,Petrol  2.5 L,Black,Kem,7 seats,5 doors,"46,000 Km"
Ford Everest Titanium 2.0L 4x2 AT - 2024, New car,1 Billion VND 224 Million VND,Hanoi,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2024-5397390," *Imported car, Black color, máy dầu 2.0 L, Automatic transmission ... ",Code: 5397390,2024.0,New car,Imported,SUV,Dầu  2.0 L,Black,Black,7 seats,5 doors,
Toyota Alphard 2.4 AT - 2024, New car,4 Billion VND 370 Million VND,Hanoi,https://bonbanh.com/xe-toyota-alphard-2.4-at-2024-5379244," *Imported car, Black color, Petrol engine 2.4 L, Automatic transmission ... ",Code: 5379244,2024.0,New car,Imported,Van/Minivan,Petrol  2.4 L,Black,Brown,7 seats,5 doors,
Honda Civic G 1.8 AT - 2020, Used car,575 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-honda-civic-g-1.8-at-2020-5437062," *Imported car, Black color, Petrol engine 1.8 L, Automatic transmission, đã đi 45,000 km ... ",Code: 5437062,2020.0,Used car,Imported,Sedan,Petrol  1.8 L,Black,Black,5 seats,4 cửa,"45,000 Km"
Ford Transit SVP - 2018, Used car,499 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-transit-svp-2018-5446254," *Domestic assembly car, Black color, máy dầu 2.4 L, Manual transmission, đã đi 66,000 km ... ",Code: 5446254,2018.0,Used car,Assembled domestically,Van/Minivan,Dầu  2.4 L,Black,Brown,16 chỗ,4 cửa,"66,000 Km"
Honda Civic G 1.8 AT - 2019, Used car,575 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-honda-civic-g-1.8-at-2019-5446238," *Imported car, Black color, Petrol engine 1.8 L, Automatic transmission, đã đi 45,000 km ... ",Code: 5446238,2019.0,Used car,Imported,Sedan,Petrol  1.8 L,Black,Black,5 seats,4 cửa,"45,000 Km"
Toyota Camry LE 2.4 - 2007, Used car,286 Million VND,Hải Phòng,https://bonbanh.com/xe-toyota-camry-le-2.4-2007-5453195," *Imported car, Black color, Petrol engine 2.4 L, Automatic transmission, đã đi 180,000 km ... ",Code: 5453195,2007.0,Used car,Imported,Sedan,Petrol  2.4 L,Black,Ghi,5 seats,4 cửa,"180,000 Km"
Honda City RS 1.5 AT - 2022, Used car,525 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-honda-city-rs-1.5-at-2022-5402077," *Domestic assembly car, Brown color, Petrol engine 1.5 L, Automatic transmission, đã đi 70,000 km ... ",Code: 5402077,2022.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,Brown,Black,5 seats,4 cửa,"70,000 Km"
Haval H6 HEV - 2023, New car,886 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-haval-h6-hev-2023-5202411," *Imported car, Black color, Hybrid car 1.5 L, Automatic transmission ... ",Code: 5202411,2023.0,New car,Imported,SUV,Hybrid  1.5 L,Black,Black,5 seats,5 doors,
Mercedes Benz C class C200 Avantgarde Plus - 2022, Used car,1 Billion VND 749 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-5324043," *Domestic assembly car, Black color, Petrol engine 1.5 L, Automatic transmission, đã đi 9,000 km ... ",Code: 5324043,2022.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,Black,Black,5 seats,4 cửa,"9,000 Km"
Volkswagen Viloran Luxury - 2024, New car,2 Billion VND 188 Million VND,Bình Dương,https://bonbanh.com/xe-volkswagen-viloran-luxury-2024-5437208," *Imported car, Silver color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5437208,2024.0,New car,Imported,Van/Minivan,Petrol  2.0 L,Silver,Kem,7 seats,5 doors,
Mercedes Benz GLC 300 4Matic - 2017, Used car,1 Billion VND 139 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-5399989," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5399989,2017.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,Black,Black,5 seats,5 doors,0 Km
Mitsubishi Xpander 1.5 AT - 2023, Used car,563 Million VND,Hanoi,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2023-5426977," *Imported car, White color, Petrol engine 1.5 L, Automatic transmission, đã đi 25,000 km ... ",Code: 5426977,2023.0,Used car,Imported,SUV,Petrol  1.5 L,White,Nhiều màu,7 seats,5 doors,"25,000 Km"
Isuzu FVM34WE4 tải 15 tấn - 2023, New car,1 Billion VND 920 Million VND,Bình Dương,https://bonbanh.com/xe-isuzu-khac-fvm34we4-tai-15-tan-2023-5339301," *Imported car, màu xanh, máy dầu , Manual transmission ... ",Code: 5339301,2023.0,New car,Imported,Truck,Dầu,Xanh,Black,3 chỗ,2 cửa,
Toyota Camry 2.5Q - 2019, Used car,799 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-camry-2.5q-2019-5376134," *Domestic assembly car, White color, Petrol engine 2.5 L, Automatic transmission, đã đi 64,000 km ... ",Code: 5376134,2019.0,Used car,Assembled domestically,Sedan,Petrol  2.5 L,White,Brown,5 seats,4 cửa,"64,000 Km"
Toyota Innova 2.0E - 2020, Used car,525 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-innova-2.0e-2020-5436664," *Domestic assembly car, White color, Petrol engine 2.0 L, Manual transmission, đã đi 80,000 km ... ",Code: 5436664,2020.0,Used car,Assembled domestically,Crossover,Petrol  2.0 L,White,Brown,8 chỗ,5 doors,"80,000 Km"
Porsche Panamera 2.9 V6 - 2022, Used car,5 Billion VND 450 Million VND,Hanoi,https://bonbanh.com/xe-porsche-panamera-2.9-v6-2022-5382958," *Imported car, màu cam, Petrol engine 2.9 L, Automatic transmission, đã đi 10,000 km ... ",Code: 5382958,2022.0,Used car,Imported,Sedan,Petrol  2.9 L,Cam,Black,4 chỗ,4 cửa,"10,000 Km"
Toyota Camry 2.0Q - 2022, Used car,1 Billion VND 10 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-camry-2.0q-2022-5419887," *Imported car, Red color, Petrol engine 2.0 L, Automatic transmission, đã đi 42,458 km ... ",Code: 5419887,2022.0,Used car,Imported,Sedan,Petrol  2.0 L,Red,Kem,5 seats,4 cửa,"42,458 Km"
Toyota Innova Cross HEV 2.0 CVT - 2023, New car,990 Million VND,Bình Dương,https://bonbanh.com/xe-toyota-innova-cross-hev-2.0-cvt-2023-5285816," *Imported car, Silver color, Hybrid car 2.0 L, Automatic transmission ... ",Code: 5285816,2023.0,New car,Imported,Crossover,Hybrid  2.0 L,Silver,Nhiều màu,7 seats,5 doors,
Hyundai Accent 1.4 MT - 2018, Used car,325 Million VND,Đà Nẵng,https://bonbanh.com/xe-hyundai-accent-1.4-mt-2018-5453638," *Domestic assembly car, Silver color, Petrol engine 1.4 L, Manual transmission, đã đi 78,000 km ... ",Code: 5453638,2018.0,Used car,Assembled domestically,Sedan,Petrol  1.4 L,Silver,Nhiều màu,5 seats,4 cửa,"78,000 Km"
Mercedes Benz C class C200 Exclusive - 2021, Used car,1 Billion VND 199 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-c_class-c200-exclusive-2021-5243392," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 18,000 km ... ",Code: 5243392,2021.0,Used car,Assembled domestically,Sedan,Petrol  2.0 L,Black,Kem,5 seats,4 cửa,"18,000 Km"
Ford Territory Titanium X 1.5 AT - 2023, New car,850 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2023-5287646," *Domestic assembly car, Black color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5287646,2023.0,New car,Assembled domestically,SUV,Petrol  1.5 L,Black,Black,5 seats,5 doors,
Toyota Vios G 1.5 CVT - 2022, Used car,490 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-5374249," *Domestic assembly car, Silver color, Petrol engine 1.5 L, Automatic transmission, đã đi 73,079 km ... ",Code: 5374249,2022.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,Silver,Kem,5 seats,4 cửa,"73,079 Km"
Mazda CX5 Luxury 2.0 AT - 2022, Used car,788 Million VND,Hải Phòng,https://bonbanh.com/xe-mazda-cx5-luxury-2.0-at-2022-5434354," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 8,000 km ... ",Code: 5434354,2022.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,White,Black,5 seats,5 doors,"8,000 Km"
Mercedes Benz GLC 300 4Matic - 2022, Used car,1 Billion VND 918 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-5443910," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 15,000 km ... ",Code: 5443910,2022.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,Black,Black,5 seats,5 doors,"15,000 Km"
Toyota Yaris Cross HEV 1.5 CVT - 2023, New car,838 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-yaris-cross-hev-1.5-cvt-2023-5214897," *Imported car, Red color, Hybrid car 1.5 L, Automatic transmission ... ",Code: 5214897,2023.0,New car,Imported,SUV,Hybrid  1.5 L,Red,Black,5 seats,5 doors,
Toyota Wigo G 1.2 AT - 2024, New car,405 Million VND,Cần Thơ,https://bonbanh.com/xe-toyota-wigo-g-1.2-at-2024-5031137," *Imported car, Red color, Petrol engine 1.2 L, Automatic transmission ... ",Code: 5031137,2024.0,New car,Imported,Hatchback,Petrol  1.2 L,Red,Black,5 seats,5 doors,
Toyota Yaris Cross HEV 1.5 CVT - 2024, New car,765 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-yaris-cross-hev-1.5-cvt-2024-5291921," *Imported car, màu xanh, Hybrid car 1.5 L, Automatic transmission ... ",Code: 5291921,2024.0,New car,Imported,SUV,Hybrid  1.5 L,Xanh,Black,5 seats,5 doors,
Volkswagen Passat 1.8TSI - 2016, Used car,628 Million VND,Hanoi,https://bonbanh.com/xe-volkswagen-passat-1.8tsi-2016-5346322," *Imported car, màu xanh, Petrol engine 1.8 L, Automatic transmission, đã đi 130,000 km ... ",Code: 5346322,2016.0,Used car,Imported,Sedan,Petrol  1.8 L,Xanh,Kem,5 seats,4 cửa,"130,000 Km"
Volkswagen Viloran Luxury - 2023, New car,2 Billion VND 188 Million VND,Bình Dương,https://bonbanh.com/xe-volkswagen-viloran-luxury-2023-5417438," *Imported car, Black color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5417438,2023.0,New car,Imported,Van/Minivan,Petrol  2.0 L,Black,Kem,7 seats,5 doors,
Lamborghini Urus 4.0 V8 - 2022, Used car,22 Billion VND 999 Million VND,Hanoi,https://bonbanh.com/xe-lamborghini-urus-4.0-v8-2022-5142232," *Imported car, Black color, Petrol engine 4.0 L, Automatic transmission, đã đi 1,399 km ... ",Code: 5142232,2022.0,Used car,Imported,SUV,Petrol  4.0 L,Black,Red,4 chỗ,5 doors,"1,399 Km"
Ford Explorer Limited 2.3L EcoBoost - 2022, Used car,1 Billion VND 999 Million VND,Hanoi,https://bonbanh.com/xe-ford-explorer-limited-2.3l-ecoboost-2022-5340185," *Imported car, Black color, Petrol engine 2.3 L, Automatic transmission, đã đi 33,000 km ... ",Code: 5340185,2022.0,Used car,Imported,SUV,Petrol  2.3 L,Black,Black,7 seats,5 doors,"33,000 Km"
Mitsubishi Xpander Premium 1.5 AT - 2023, New car,626 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2023-5337776," *Imported car, Red color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5337776,2023.0,New car,Imported,SUV,Petrol  1.5 L,Red,Black,7 seats,5 doors,
Porsche 718 Boxster 2.0 AT - 2023, Used car,4 Billion VND 999 Million VND,Hanoi,https://bonbanh.com/xe-porsche-718-boxster-2.0-at-2023-5218248," *Imported car, màu xanh, Petrol engine 2.0 L, Automatic transmission, đã đi 666 km ... ",Code: 5218248,2023.0,Used car,Imported,Convertible/Cabriolet,Petrol  2.0 L,Xanh,Red,2 chỗ,4 cửa,666 Km
Honda City 1.5TOP - 2019, Used car,455 Million VND,Thanh Hóa,https://bonbanh.com/xe-honda-city-1.5top-2019-5067199," *Domestic assembly car, Black color, Petrol engine 1.5 L, Automatic transmission, đã đi 36,000 km ... ",Code: 5067199,2019.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,Black,Brown,5 seats,4 cửa,"36,000 Km"
VinFast VF5 Plus - 2023, New car,485 Million VND,Hanoi,https://bonbanh.com/xe-vinfast-vf5-plus-2023-5443617," *Domestic assembly car, White color, xe điện , Automatic transmission ... ",Code: 5443617,2023.0,New car,Assembled domestically,SUV,Điện,White,Ghi,5 seats,5 doors,
Peugeot 5008 GT 1.6 AT - 2023, New car,1 Billion VND 199 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-peugeot-5008-gt-1.6-at-2023-5423400," *Domestic assembly car, White color, Petrol engine 1.6 L, Automatic transmission ... ",Code: 5423400,2023.0,New car,Assembled domestically,SUV,Petrol  1.6 L,White,Vàng,7 seats,5 doors,
Mitsubishi Xpander Premium 1.5 AT - 2023, New car,658 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2023-3347016," *Imported car, Brown color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 3347016,2023.0,New car,Imported,SUV,Petrol  1.5 L,Brown,Black,7 seats,5 doors,
Ford Ranger Raptor 2.0L 4x4 AT - 2021, Used car,929 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-5438031," *Imported car, Black color, máy dầu 2.0 L, Automatic transmission, đã đi 52,000 km ... ",Code: 5438031,2021.0,Used car,Imported,Bán tải / Pickup,Dầu  2.0 L,Black,Black,5 seats,4 cửa,"52,000 Km"
Hyundai Accent 1.4 AT - 2014, Used car,318 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-hyundai-accent-1.4-at-2014-5396500," *Imported car, White color, Petrol engine 1.4 L, Automatic transmission, đã đi 98,000 km ... ",Code: 5396500,2014.0,Used car,Imported,Hatchback,Petrol  1.4 L,White,Nhiều màu,5 seats,5 doors,"98,000 Km"
Kia Optima 2.0 AT Luxury - 2020, Used car,593 Million VND,Hanoi,https://bonbanh.com/xe-kia-optima-2.0-at-luxury-2020-5428138," *Domestic assembly car, Red color, Petrol engine 2.0 L, Automatic transmission, đã đi 40,000 km ... ",Code: 5428138,2020.0,Used car,Assembled domestically,Sedan,Petrol  2.0 L,Red,Kem,5 seats,4 cửa,"40,000 Km"
Hyundai Tucson 2.0 AT Đặc biệt - 2023, New car,859 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2023-4993869," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 4993869,,,,,,,,,,
Chevrolet Spark Duo Van 1.2 MT - 2017, Used car,128 Million VND,Hanoi,https://bonbanh.com/xe-chevrolet-spark-duo-van-1.2-mt-2017-5123043," *Domestic assembly car, màu xanh, Petrol engine 1.2 L, Manual transmission, đã đi 60,000 km ... ",Code: 5123043,,,,,,,,,,
Mazda 3 1.5L Deluxe - 2021, Used car,560 Million VND,Hanoi,https://bonbanh.com/xe-mazda-3-1.5l-deluxe-2021-5425780," *Domestic assembly car, White color, Petrol engine 1.5 L, Automatic transmission, đã đi 40,000 km ... ",Code: 5425780,2021.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,White,Black,5 seats,4 cửa,"40,000 Km"
Toyota Land Cruiser VX 4.6 V8 - 2013, Used car,1 Billion VND 880 Million VND,Hanoi,https://bonbanh.com/xe-toyota-land_cruiser-vx-4.6-v8-2013-5396189," *Imported car, Black color, Petrol engine 4.6 L, Automatic transmission, đã đi 120,000 km ... ",Code: 5396189,2013.0,Used car,Imported,SUV,Petrol  4.6 L,Black,Brown,8 chỗ,5 doors,"120,000 Km"
Mercedes Benz GLS 450 4Matic - 2022, Used car,4 Billion VND 378 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2022-5443920," *Imported car, Black color, Petrol engine 3.0 L, Automatic transmission, đã đi 18,000 km ... ",Code: 5443920,,,,,,,,,,
Toyota Innova 2.0E - 2014, Used car,290 Million VND,Hanoi,https://bonbanh.com/xe-toyota-innova-2.0e-2014-5410606," *Domestic assembly car, Silver color, Petrol engine 2.0 L, Manual transmission, đã đi 90,000 km ... ",Code: 5410606,2014.0,Used car,Assembled domestically,Crossover,Petrol  2.0 L,Silver,Kem,8 chỗ,5 doors,"90,000 Km"
